"nocturnal","elephant_zone","camera_id","species","diurnal"
FALSE,FALSE,"Site 17","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 17","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 18","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 18","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 18","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 19","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 19","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 2","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 2","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 2","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 2","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 2","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 2","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 2","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 3","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 3","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 3","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 3","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 3","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 3","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 3","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 3","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 3","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 4","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 4","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 4","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 5","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 5","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 5","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 6","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 6","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 8","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
TRUE,FALSE,"Site 8","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 9","Kirk's dik-dik",TRUE
TRUE,FALSE,"Site 9","Kirk's dik-dik",FALSE
FALSE,FALSE,"Site 9","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 9","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 9","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 9","Kirk's dik-dik",TRUE
FALSE,FALSE,"Site 9","Kirk's dik-dik",TRUE
FALSE,TRUE,"Site 12","Klipspringer",TRUE
FALSE,TRUE,"Site 12","Klipspringer",TRUE
FALSE,TRUE,"Site 12","Klipspringer",TRUE
FALSE,TRUE,"Site 12","Klipspringer",TRUE
TRUE,FALSE,"Site 20","Klipspringer",FALSE
FALSE,FALSE,"Site 20","Klipspringer",TRUE
FALSE,FALSE,"Site 4","Klipspringer",TRUE
FALSE,FALSE,"Site 4","Klipspringer",TRUE
FALSE,FALSE,"Site 4","Klipspringer",TRUE
FALSE,FALSE,"Site 4","Klipspringer",TRUE
FALSE,FALSE,"Site 4","Klipspringer",TRUE
FALSE,FALSE,"Site 4","Klipspringer",TRUE
TRUE,FALSE,"Site 8","Plains zebra",FALSE
FALSE,TRUE,"Site 12","Warthog",TRUE
FALSE,TRUE,"Site 12","Warthog",TRUE
FALSE,TRUE,"Site 12","Warthog",TRUE
FALSE,TRUE,"Site 12","Warthog",TRUE
TRUE,TRUE,"Site 12","Warthog",FALSE
TRUE,TRUE,"Site 12","Warthog",FALSE
FALSE,TRUE,"Site 12","Warthog",TRUE
TRUE,FALSE,"Site 15","Warthog",FALSE
